Job Position,Company,Location,Job Type,Posted Date,Key Skills,Salary
Walkin Drive AI/ML Engineer,Brainwave Labs,"Gachibowli, Hyderabad, Telangana",Full-time,Employer Active 2 days ago,Natural Language Processing,328742
Senior Data science Engineer,MSCI Inc,"Mumbai, Maharashtra",Full-time,PostedPosted 15 days ago,Machine Learning,452468
Data Scientist,Employee Hub,"Pune, Maharashtra",Full-time,Employer Active 20 days ago,PowerShell,568461
"Specialist, Data Scientist",Northern Trust,India,Full-time,PostedPosted 6 days ago,Data mining,742722
"Software Engineer II, Machine Learning, Geo",Google,"Bengaluru, Karnataka",Full-time,PostedPosted 11 days ago,PowerShell,300073
Staff Data Scientist,Trellix,"Bengaluru, Karnataka",Full-time,PostedPosted 7 days ago,Natural Language Processing,704498
Sr Data Scientist,ATSPL - Telangana,"Hyderabad, Telangana",Full-time,PostedPosted 27 days ago,Data science,470763
Data Scientist,Paktolus,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Power BI,949037
Sr Data Scientist,ATSPL - Telangana,"Hyderabad, Telangana",Full-time,PostedPosted 27 days ago,R,445562
Data Scientist,Trium Info,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Data Analysis,401437
Analytics Manager,Portcast,Remote,Full-time,PostedPosted 15 days ago,Statistics,648896
Data Scientist,Gauge Data Solutions,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,GitLab,669146
Data Science Trainer,ADEO DISTINCTIONS & DIMENSIONS PVT LTD,"Nagpur, Maharashtra",Full-time,PostedPosted 30+ days ago,Natural Language Processing,881783
Data Scientist,CRISIL,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Ai,366991
AI/ML Engineer,Equartis Technologies,"Panchkula, Haryana",Full-time,Employer Active 2 days ago,Machine Learning,716547
Staff Data Scientist,Omnissa,"Bengaluru, Karnataka",Full-time,PostedPosted 1 day ago,Data mining,678141
Data Scientist,Crimson AI,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Data Analysis,405120
ML Engineer,XenonStack,"Mohali, Punjab",Full-time,Employer Active 6 days ago,GitLab,371760
Machine Learning Scientist,Observe.AI,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Natural Language Processing,302668
Lead Data Scientist,Sanofi US,"Hyderabad, Telangana",Permanent,PostedPosted 30+ days ago,GitHub,505810
M.Sc Data Science,St Josephs Group of Colleges,"Attapur, Hyderabad, Telangana",Full-time,Employer Active 3 days ago,R,491251
Data Science Trainer (Onsite),Puneri Pattern Pvt. Ltd.,"Hadapsar, Pune, Maharashtra",Full-time,Employer Active 3 days ago,Ai,637035
ML Engineer,SUJANIX PRIVATE LIMITED,"Bengaluru, Karnataka",Full-time,Employer Active 11 days ago,A/B testing,805593
Data Scientist Senior,FIS Global,"Bengaluru, Karnataka",Full-time,PostedPosted 6 days ago,GitLab,500541
Machine Learning Engineer,Mobile Programming LLC,"Pune, Maharashtra",Full-time,Employer Active 26 days ago,A/B testing,990031
Senior Data Scientist,Thomson Reuters,"Hybrid work in Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Python,890548
"Lead, Data Scientist",Kmart,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Azure,563320
Data Science Engineer,Data Dynamics,"Pune, Maharashtra",Full-time,PostedPosted 30+ days ago,Data Analysis,636943
Associate Data Scientist,Blazeclan Technologies,"Pune, Maharashtra",Full-time,PostedPosted 30+ days ago,R,453974
Data and Analytics Architect,AGCO,"Bengaluru, Karnataka",Full-time,PostedPosted 12 days ago,Machine Learning,631383
Data Scientist,InitiateFirst.,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Python,314174
Staff Data Scientist,Bazaarvoice,"Hybrid work in Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Data mining,401987
Data Scientist,adyog,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,GitLab,852896
Sr. Data Scientist,Censius,India,Full-time,PostedPosted 30+ days ago,Machine Learning,977563
Senior Data Scientist,Impetus Technologies,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Ai,429958
Head - Healthcare Analytics Consulting,Saaki Argus & Averil Consulting,"Bangalore Rural District, Karnataka",Full-time,PostedPosted 17 days ago,Data mining,889288
Data science Architect,Infosys,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Power BI,406754
Data Scientist & Analyst,iTDAY India,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Machine Learning,538525
Data Science Manager,SIXT India,"Bengaluru, Karnataka",Full-time,PostedPosted 28 days ago,Data science,485185
"Manager, Data Science 2",PayPal,"Hybrid work in Bengaluru, Karnataka",Full-time,PostedPosted 11 days ago,R,635993
Program Manager,Sieva Networks Solutions Pvt Ltd,Remote,Full-time,Employer Active 4 days ago,SQL,559447
S&C Global Network - AI - Data Architect - Consultant,Accenture,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Data mining,510469
Senior IT Technologist - Data Scientist,Medtronic,"Nanakramguda, Hyderabad, Telangana",Full-time,PostedPosted 26 days ago,A/B testing,892018
Jr Data Scientist,Sciera,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,Power BI,853777
AI/ML Engineer,Qodequay Technologies Pvt ltd,"Pune, Maharashtra",Full-time,Employer Active 4 days ago,Statistics,543141
Data Scientist - GCP,VAYUZ Technologies Private Limited,"Mumbai, Maharashtra",Full-time,Employer Active 20 days ago,Azure,752210
Data Science And AI trainer,prwatech technologies,"Kharadi, Pune, Maharashtra",Full-time,Employer Active 6 days ago,A/B testing,867821
Sr. Data Scientist,SoulPage IT Solutions,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,R,526594
"Software Engineer Python, Machine Learning/AI",Truedge Software Solutions,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Azure,388393
Sr Machine Learning Engineer,ServiceNow,"Hyderabad, Telangana",Full-time,Employer Active 9 days ago,GitHub,928437
Data Scientist - I,Netomi,"Hybrid work in Gurugram, Haryana",Full-time,PostedPosted 6 days ago,Git,548138
Lead Data Scientist,BOEING,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,R,776350
Senior Data Scientist,Sanofi US,"Hyderabad, Telangana",Permanent,PostedPosted 30+ days ago,Azure,494783
Lead Data Scientist,BOEING,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Data mining,557500
Sr. Data Scientist,Circana India Private Limited,"Pune, Maharashtra",Full-time,PostedPosted 15 days ago,Ai,626671
Data Scientist,Kayzen,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,R,978424
Data Scientist,Hashone Careers,"Bengaluru, Karnataka",Full-time,Employer Active 8 days ago,Azure,664680
Analyst Advanced Analytics and Data Science-India,Kennametal,"Bengaluru, Karnataka",Full-time,PostedJust posted,Analytics,637848
Data Scientist - Quant,Tiger Analytics,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,GitLab,900163
Data Science Engineer,beON Consult GmbH („beON“),Remote in India,Full-time,PostedPosted 30+ days ago,Python,380258
Senior Data Scientist (Pricing & Recommendations),"McAfee, LLC",Remote,Full-time,PostedPosted 30+ days ago,Machine Learning,611068
Principal Applied Scientist,Microsoft,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Statistics,751865
Lead Data Scientist,Anblicks,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Power BI,748945
Big Data Developer,krtrimaIQ Cognitive Solutions,Remote,Full-time,Employer Active 2 days ago,Machine Learning,358497
Data Science Internship,CodingcloudInstitute,"Ahmedabad, Gujarat",Full-time,Employer Active 7 days ago,Ai,905493
Data Scientist,Affinity Global Advertising,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,GitLab,606966
Data Scientist,Arista Networks,"Pune, Maharashtra",Full-time,PostedPosted 30+ days ago,Power BI,552933
Python backend Developer / Data Scientist,UBS,"Mumbai, Maharashtra",Full-time,PostedJust posted,Machine Learning,301895
Lead Data Scientist,Netomi,Remote,Full-time,PostedPosted 30+ days ago,Data Analysis,977146
Analytics Analyst,Deutsche Bank,"Jaipur, Rajasthan",Full-time,PostedPosted 30+ days ago,Machine Learning,583821
S&C Global Network - AI - Healthcare Analytics - Analyst,Accenture,"Gurugram, Haryana",Full-time,PostedPosted 30+ days ago,Analytics,834912
Senior Data Scientist,Maersk,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Git,378434
"Applied Scientist, Amazon",ADCI - Karnataka,"Bengaluru, Karnataka",Full-time,PostedPosted 18 days ago,Ai,978819
Senior Machine Learning Engineer,Vedhas Technology Solutions Private Limited,"Electronic City, Bengaluru, Karnataka",Full-time,Employer Active 2 days ago,Data science,781408
AI Engineer,Zallery,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Analytics,756617
Artificial Intelligence/Machine Learning Engineer,SISL Infotech,India,Full-time,PostedPosted 30+ days ago,Analytics,666835
Business Analyst - People Analytics,Schneider Electric,"Bengaluru, Karnataka",Full-time,PostedPosted 8 days ago,GitLab,517469
Machine Learning Engineer,Agnisys Technology Pvt. Ltd,"Noida, Uttar Pradesh",Full-time,Employer Active 16 days ago,PowerShell,783210
NLP and Machine Learning Developer,Brilworks Software,"Ahmedabad, Gujarat",Full-time,Employer Active 7 days ago,Data mining,629879
"Software Engineer, Machine Learning Compilers, Silicon",Google,"Bengaluru, Karnataka",Full-time,PostedPosted 7 days ago,Statistics,912054
Senior Data Scientist,Verve Group,"Hybrid work in Bengaluru, Karnataka",Full-time,Employer Active 12 days ago,PowerShell,657250
Senior Engineer - AI/ML/Data Scientist,Fission Labs,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,GitLab,615121
Senior Data Scientist,hyrespree,"Bengaluru, Karnataka",Full-time,Employer Active 4 days ago,Power BI,449481
Principal Data Scientist,Hewlett Packard,"Bengaluru, Karnataka",Full-time,PostedJust posted,R,796465
"Principal Machine Learning Engineer, Data",Kredivo Group,"Bengaluru, Karnataka",Full-time,Employer Active 5 days ago,Power BI,430390
Data Analytics Trainer,Aimore Technologies,"Porur, Chennai, Tamil Nadu",Full-time,PostedPosted 4 days ago,Power BI,357333
Data Scientist,Datagrid Digital Marketing Agency,Remote,Full-time,PostedPosted 30+ days ago,Data Analysis,527830
Data Science Trainer,FirstBit Solutions,"Pune, Maharashtra",Full-time,Employer Active 2 days ago,Machine Learning,716777
Senior Data Scientist,A&D Talent hub,"Noida, Uttar Pradesh",Full-time,Employer Active 11 days ago,Data mining,606043
Staff Data Scientist,Viacom18,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Data mining,313047
Data Science Trainer,TechmindZ,"Infopark-Kochi, Kochi, Kerala",Full-time,Employer Active 4 days ago,Natural Language Processing,326580
Data Scientist,Nithminds Private limited,"Chennai, Tamil Nadu",Full-time,Employer Active 2 days ago,R,340628
Data Scientist,Hookfish,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Data science,479928
Data Scientist,Ksolves India Limited,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,R,519111
Manager Data Science,Kohler Energy,"Delhi, Delhi",Full-time,PostedPosted 30+ days ago,Natural Language Processing,782650
Data Engineer,AliveCor,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Data mining,917220
Data Scientist,SentientGeeks,"Kolkata, West Bengal",Full-time,Employer Active 2 days ago,Natural Language Processing,890901
Data Science Developer,We RNS IT Solutions Private Limited,"Vaishali Nagar, Jaipur, Rajasthan",Full-time,Employer Active 5 days ago,SQL,837417
Sr BI Engineer- ETO Smart & Analytics,Schneider Electric,"Vadodara, Gujarat",Full-time,PostedPosted 12 days ago,SQL,342671
Data Scientist,MavensWorld Training & Advisory Services Private...,"Halol, Gujarat",Full-time,Employer Active 14 days ago,SQL,585643
Data Scientist,R3coder,"Ahmedabad, Gujarat",Full-time,PostedPosted 30+ days ago,Machine Learning,732361
Data Scientist,Exeliq Consulting,"Kandivali West, Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Azure,495238
Senior Data Scientists,DeepTek Medical Imaging,"Remote in Pune, Maharashtra",Full-time,PostedPosted 30+ days ago,Machine Learning,461386
AI/ML Engineer,ClassHose India Pvt. Ltd.,"Gurugram, Haryana",Full-time,Employer Active 4 days ago,GitHub,661799
Big Data Engineer,CereSight,Remote in India,Full-time,PostedPosted 30+ days ago,Data science,304675
Data science engineer (Artificial intelligence),Eclature Technologies,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,PowerShell,973665
Intelligent Automation - Associate,JPMorgan Chase & Co,"Goregaon, Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,GitLab,563168
Senior Statistical Data Scientist,Pfizer,"Chennai, Tamil Nadu",Full-time,PostedPosted 5 days ago,Ai,827228
"Senior/Staff Engineer, Data Scientist",Micron,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Data mining,634215
Clinical Data Analytics & Reporting Lead,Johnson & Johnson,"Mumbai, Maharashtra",Full-time,PostedPosted 26 days ago,Data mining,395108
AI/ML Engineer,Trantor Software Pvt. Ltd,Remote,Full-time,Employer Active 4 days ago,GitLab,715945
Manager - Data Scientist,Equifax,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Python,513603
Machine Learning Engineer,scanO,India,Full-time,PostedPosted 30+ days ago,Natural Language Processing,797127
Analytics Engineer II,Warner Bros. Discovery,"Hyderabad, Telangana",Full-time,PostedPosted 21 days ago,Natural Language Processing,964732
Staff Engineer (Machine Learning Tableau),Nagarro,Remote,Full-time,PostedPosted 8 days ago,Data Analysis,348673
Data Engineer,Beckman Coulter Life Sciences,"Hybrid work in Bengaluru, Karnataka",Full-time,PostedPosted 12 days ago,A/B testing,767787
Associate III - Data Science,UST Global,"Bengaluru, Karnataka",Full-time,PostedPosted 13 days ago,Analytics,732593
Lead Data Analyst,Algoseed Labs,"Noida, Uttar Pradesh",Full-time,Employer Active 2 days ago,Power BI,325333
Data Scientist,hyrespree,"Bengaluru, Karnataka",Full-time,Employer Active 2 days ago,Data Analysis,354479
Data Analytics Trainer,Aimore Technologies,"Porur, Chennai, Tamil Nadu",Full-time,PostedPosted 4 days ago,Statistics,738965
ML Engineer,SUJANIX PRIVATE LIMITED,"Bengaluru, Karnataka",Full-time,Employer Active 11 days ago,Power BI,999106
Data Scientist & Analyst,iTDAY India,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,PowerShell,426759
Python & Machine Learning Engineer (Senior-Level),eigital - redefining digital,Remote,Full-time,Employer Active 4 days ago,Ai,940791
"Silicon Software Engineer, Machine Learning, Edge TPU",Google,"Bengaluru, Karnataka",Full-time,PostedPosted 24 days ago,Data mining,954604
Data science trainer,Yess InfoTech,"Hadapsar, Pune, Maharashtra",Full-time,Employer Active 4 days ago,PowerShell,307779
Sr Manager Data Analytics,Target,Karnataka,Full-time,PostedPosted 30+ days ago,Python,947052
Senior Data Scientist I,RELX,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,SQL,422115
Principal Data Scientist,Blink Health,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Git,974617
Principal Data Scientist,Hewlett Packard,"Bengaluru, Karnataka",Full-time,PostedJust posted,A/B testing,376534
Data Science And AI trainer,prwatech technologies,"Kharadi, Pune, Maharashtra",Full-time,Employer Active 6 days ago,R,344799
Manager - Compliance Analytics Visualization Design,Novartis,"Hyderabad, Telangana",Full-time,PostedPosted 12 days ago,Machine Learning,668283
Intern - Data Science & AI Engineer,Frost & Sullivan,Tamil Nadu,Full-time,PostedPosted 30+ days ago,Ai,308201
Machine Learning/Artificial Intelligence,Code Tree Software Solutions,"Vijayawada, Andhra Pradesh",Full-time,PostedPosted 30+ days ago,A/B testing,457686
Sr. Data Scientist,Circana India Private Limited,"Pune, Maharashtra",Full-time,PostedPosted 15 days ago,A/B testing,614998
Manager - Analytics Developer,Pfizer,"Mumbai, Maharashtra",Full-time,PostedPosted 5 days ago,Data Analysis,745485
Data Science Trainer,Creative design and multimedia institute,"Nikol, Ahmedabad, Gujarat",Full-time,Employer Active 6 days ago,SQL,374033
Staff Data Scientist,Bazaarvoice,"Hybrid work in Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Ai,360052
ML Engineer,XenonStack,"Mohali, Punjab",Full-time,Employer Active 6 days ago,Power BI,423208
Business Analyst - People Analytics,Schneider Electric,"Bengaluru, Karnataka",Full-time,PostedPosted 8 days ago,Data Analysis,447271
Senior Data Scientist,Maersk,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,SQL,425560
Analytics Specialist,Kasmo Technologies,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Natural Language Processing,942548
AI/ML Engineer,Trantor Software Pvt. Ltd,Remote,Full-time,Employer Active 4 days ago,R,502306
Analytics and Modeling Analyst,Accenture,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,GitHub,523321
Senior Data science Engineer,MSCI Inc,"Mumbai, Maharashtra",Full-time,PostedPosted 15 days ago,Data science,893019
Big Data Developer,krtrimaIQ Cognitive Solutions,Remote,Full-time,Employer Active 2 days ago,SQL,634472
Technical Lead- Big data engineer,Aidewiser Soltek,"Bengaluru, Karnataka",Full-time,Employer Active 2 days ago,Machine Learning,845509
Senior Data Scientist,Wolters Kluwer,"Pune, Maharashtra",Full-time,PostedPosted 6 days ago,A/B testing,783896
"Technology head Data science, data analytics background",Truedge Software Solutions,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,GitHub,668151
Senior Data Scientist,A&D Talent hub,"Noida, Uttar Pradesh",Full-time,Employer Active 11 days ago,GitHub,389266
Machine Learning/ Deep Learning Intern,UniConverge Technologies Pvt. Ltd.,"Noida, Uttar Pradesh",Internship,Employer Active 4 days ago,Data mining,345886
Senior Data Scientist,Sarvajith Infotech,"Chennai, Tamil Nadu",Full-time,PostedJust posted,AWS,541947
Principal Data Scientist I,Zinnia,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,SQL,364494
Data scientist,IHCC,Karnataka,Full-time,PostedPosted 30+ days ago,AWS,680592
Data Scientist,Exeliq Consulting,"Kandivali West, Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Machine Learning,725140
Sr. Data Scientist,WebMatrix,India,Full-time,PostedPosted 30+ days ago,GitHub,743675
AI Engineer,Evolv109,"Gurugram, Haryana",Full-time,Employer Active 4 days ago,Machine Learning,717607
Senior Statistical Data Scientist,Pfizer,"Chennai, Tamil Nadu",Full-time,PostedPosted 5 days ago,R,573574
Data Scientist,Datagrid Digital Marketing Agency,Remote,Full-time,PostedPosted 30+ days ago,Machine Learning,633659
Senior Statistical Data Scientist,Pfizer,"Chennai, Tamil Nadu",Full-time,PostedPosted 5 days ago,Ai,917592
Machine Learning (Principal ML Scientist),Prezent.ai,Remote,Full-time,PostedPosted 30+ days ago,Machine Learning,471495
"Data Science Engineer (AWS, Python)",Uplers,Remote,Permanent,Employer Active 4 days ago,Data Analysis,609599
Lead-Decision Scientist,Tesco,"Bengaluru, Karnataka",Full-time,PostedPosted 1 day ago,Data mining,605897
Senior Data Scientist I,RELX,Remote,Full-time,PostedPosted 30+ days ago,SQL,650417
Lead Data Scientist,NielsenIQ,"Vadodara, Gujarat",Full-time,PostedPosted 7 days ago,Data science,556241
Python Data Scientist,NS Global Corporation,"Gurugram, Haryana",Full-time,Employer Active 3 days ago,AWS,666239
Data Scientist,CodiniX,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,Machine Learning,932668
Machine Learning (ML) Test engineer,Accellor,"Remote in Hyderabad, Telangana",Full-time,Employer Active 2 days ago,Machine Learning,994471
S&C Global Network - AI - Conversational AI - Manager,Accenture,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,GitLab,981165
Machine Learning Trainer & Developer,RRC TECHNOLOGIES,"Thanjavur, Tamil Nadu",Full-time,Employer Active 2 days ago,R,565863
Data Scientist - Senior Specialist,NASDAQ,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Statistics,782429
Lead Data Scientist,Javin Global,"Bengaluru, Karnataka",Full-time,Employer Active 3 days ago,Natural Language Processing,751832
Data Scientist,Kayzen,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Git,635849
Director of Data Science,Deal4loans,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,R,803377
Professor of Data Science,Krea University,India,Full-time,PostedPosted 15 days ago,GitHub,554863
Senior Analyst Data Science,Navit Software Solutions,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,PowerShell,678226
Data scientist - Lead,ICICI Prudential Life Insurance,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,R,325541
AI / ML Engineer,Chiplogic Technologies,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Analytics,645990
Principal Engineer (Machine Learning),Nagarro,Remote,Full-time,PostedPosted 6 days ago,Data science,484931
Machine Learning Research Manager,Arkose Labs - India,"Pune, Maharashtra",Full-time,PostedPosted 12 days ago,Analytics,698354
Lead Data Scientist,Philips,"Bengaluru, Karnataka",Full-time,PostedPosted 18 days ago,SQL,903320
Senior Associate - Data Science - EDS,EY,"Technopark, Thiruvananthapuram, Kerala",Full-time,PostedPosted 19 days ago,Machine Learning,520811
Assistant Manager - Data Science,Abbott Laboratories,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Statistics,643174
Data Scientist,Kovai.co,"Coimbatore, Tamil Nadu",Full-time,PostedPosted 30+ days ago,Azure,942724
Manager - Program Impact Measurement (Analytics),Novartis,"Hyderabad, Telangana",Full-time,PostedPosted 30+ days ago,Power BI,631358
Data Scientist 2,Ninjacart,"Bengaluru, Karnataka",Full-time,PostedPosted 14 days ago,Statistics,348112
Data Scientist,IBM,"Pune, Maharashtra",Full-time,PostedPosted 30+ days ago,GitLab,598452
TTS Analytics C12,Citi,"Bengaluru, Karnataka",Full-time,PostedPosted 6 days ago,Power BI,844816
Senior Data Scientist,ZoomInfo Technologies LLC,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,AWS,590505
Data Scientist,Ksolves India Limited,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,Data science,433241
Senior Data Scientist,hyrespree,"Bengaluru, Karnataka",Full-time,Employer Active 4 days ago,Git,588866
Big Data Engineer,PwC,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,PowerShell,897894
Data Science Intern,CareerNaksha,"Fatehgunj, Vadodara, Gujarat",Full-time,Employer Active 4 days ago,R,888922
Data Scientist,Bharat Light & Power,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,GitLab,497447
Sr Analyst Data Science,Empower,"Bengaluru, Karnataka",Full-time,PostedPosted 14 days ago,PowerShell,543723
Staff Data Scientist,Omnissa,"Bengaluru, Karnataka",Full-time,PostedPosted 1 day ago,Analytics,495450
R Programmer,Deal4loans,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,Power BI,363204
Data Scientist | Offshore,Photon,"Chennai, Tamil Nadu",Full-time,PostedPosted 30+ days ago,Git,369586
Data Scientist,NeoStats,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Data mining,899086
DATA SCIENTIST,Liases Foras,"Mumbai, Maharashtra",Full-time,PostedPosted 30+ days ago,Python,540973
Principal Data Scientist,OneAdvanced,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,SQL,897701
Data Science Trainer,Eduonix Learning Solutions Pvt Ltd,"Navi Mumbai, Maharashtra",Full-time,Employer Active 2 days ago,Power BI,857629
Lead Data Scientist,LSEG (London Stock Exchange Group),"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,PowerShell,645418
Data Scientist/ Machine Learning Consultant,Imurgence,India,Full-time,PostedPosted 30+ days ago,Statistics,939831
AI/ML Engineer,Qodequay Technologies Pvt ltd,"Pune, Maharashtra",Full-time,Employer Active 4 days ago,Statistics,887838
"Silicon Software Engineer, Machine Learning",Google,"Bengaluru, Karnataka",Full-time,PostedPosted 24 days ago,Analytics,892769
Data Science Manager,SIXT India,"Bengaluru, Karnataka",Full-time,Employer Active 11 days ago,GitHub,809048
Big Data Administrator,Valiance Solutions,"Remote in Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,Data mining,533821
Data Scientist (Analytic Engineer),Applied Materials,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,GitLab,992938
ML Engineer,AiDash,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Ai,433215
Machine Learning Developer,Girtbyte Labs,"Mysuru, Karnataka",Full-time,PostedPosted 30+ days ago,Ai,963748
S&C Global Network - AI - Conversational AI - Manager,Accenture,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,A/B testing,681052
Senior Associate - Data Science - EDS,EY,"Technopark, Thiruvananthapuram, Kerala",Full-time,PostedPosted 19 days ago,A/B testing,351225
MIS Analyst,PhonePe,"Bengaluru, Karnataka",Full-time,PostedPosted 12 days ago,AWS,910102
Technical Mentor - Data Science/HTML/CSS/JS/DSA/OOPs,Testbook,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,GitHub,942131
Global Data & Analytics Lead,TECH NEXT,"Gurugram, Haryana",Full-time,Employer Active 8 days ago,Python,619614
Data Science Trainer,Creative design and multimedia institute,"Nikol, Ahmedabad, Gujarat",Full-time,Employer Active 6 days ago,GitLab,387965
Director of Data Science,Deal4loans,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,Data mining,701695
Data Scientist,Hashone Careers,"Bengaluru, Karnataka",Full-time,Employer Active 8 days ago,Statistics,650507
Director of Data Science,Deal4loans,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,SQL,854836
AI ML Engineer - Trainee,Regami Solutions,"Chennai, Tamil Nadu",Full-time,Employer Active 4 days ago,Natural Language Processing,644278
AI Engineer,Evolv109,"Gurugram, Haryana",Full-time,Employer Active 4 days ago,Machine Learning,352063
Artificial Intelligence,Arivon Technologies,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Azure,972475
Decision Scientist,PhonePe,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,AWS,660246
Machine Learning Engineer,Bluebot Analytics Pvt Ltd,"Wagle Estate, Thane, Maharashtra",Full-time,Employer Active 14 days ago,Azure,941912
"ML Engineer I - AL/ML, Python",UST Global,"Thiruvananthapuram, Kerala",Full-time,PostedPosted 6 days ago,Data Analysis,594353
Data Scientist,Infomerics Ratings,"Delhi, Delhi",Full-time,PostedPosted 30+ days ago,Data mining,786246
Data Scientist,Ksolves India Limited,"Noida, Uttar Pradesh",Full-time,PostedPosted 30+ days ago,R,529069
Data Science Intern,CareerNaksha,"Fatehgunj, Vadodara, Gujarat",Full-time,Employer Active 4 days ago,AWS,969642
Data Scientist - Senior Specialist,NASDAQ,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Azure,415451
Machine Learning Engineer,PubMatic,"Hybrid work in Pune, Maharashtra",Full-time,PostedPosted 30+ days ago,Git,838001
Senior Data Scientist,Wolters Kluwer,"Pune, Maharashtra",Full-time,PostedPosted 6 days ago,Ai,838142
Data Scientist & Analyst,iTDAY India,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Azure,501604
Data Scientist II,MoEngage Inc,"Bengaluru, Karnataka",Full-time,Employer Active 4 days ago,Machine Learning,831558
Lead Data Scientist,Hashone Careers,"Bengaluru, Karnataka",Full-time,Employer Active 2 days ago,GitHub,622956
Data Scientist,The Scalers,"Bengaluru, Karnataka",Full-time,PostedPosted 30+ days ago,Azure,941799
